source_file,placemark_id,name,description,geometry_type,longitude,latitude,altitude,coordinates,lookat_longitude,lookat_latitude,lookat_altitude,lookat_heading,lookat_tilt,lookat_range,gx_mid,gx_fid
nashik_kumbh_chokepoints_parking_map.kml,,Dwarka Circle / Dwarka Chowk,"Category: Traffic choke point | Status: confirmed 2027 project | Risk: very high | Source: https://www.freepressjournal.in/pune/centre-approves-214-crore-fornashiks-dwarka-chowk-upgrade | Note: Vital artery connecting Mumbai-Agra NH, Nashik Road, Panchavati, city centre and industrial routes; specifically upgraded for Kumbh readiness.",Point,73.79564,19.98695,0,"73.79564,19.98695,0",,,,,,,,
nashik_kumbh_chokepoints_parking_map.kml,,Godavari Ghat approaches,Category: No-vehicle pressure zone | Status: confirmed Kumbh pressure zone | Risk: very high | Source: https://www.travelandtourworld.com/news/article/complete-guide-to-nashik-kumbh-mela-2027-verified-travel-routes-accommodation-and-safety-tips/ | Note: Cluster of bathing-ghat approaches needing pedestrian segregation and emergency access.,Point,73.7902,20.0064,0,"73.7902,20.0064,0",,,,,,,,
nashik_kumbh_chokepoints_parking_map.kml,,Nashik Road Railway Station,"Category: Transfer node | Status: confirmed rail planning | Risk: very high | Source: https://www.devdiscourse.com/article/business/3860652-comprehensive-plan-unveiled-for-crowd-management-at-kumbh-mela | Note: Major railway arrival node; Central Railway preparing holding areas, CCTV and announcements.",Point,73.84059,19.94884,0,"73.84059,19.94884,0",,,,,,,,
nashik_kumbh_chokepoints_parking_map.kml,,Bitco Signal / Bitco Chowk,Category: Traffic choke point | Status: black spot / parking route | Risk: high | Source: https://cdnbbsr.s3waas.gov.in/s35dec707028b05bcbd3a1db5640f842c5/uploads/2025/01/202501241645153799.pdf | Note: Station-side control point and black-spot reference near Nashik Road.,Point,73.839,19.9497,0,"73.839,19.9497,0",,,,,,,,
nashik_kumbh_chokepoints_parking_map.kml,,CBS / Central Bus Stand,Category: Transfer node | Status: parking / transfer planning | Risk: high | Source: https://www.lokmattimes.com/nashik/nashik-kumbh-mela-2027-nmc-chalks-out-parking-plan-35-locations-identified-a519/ | Note: Inner-city transfer and parking corridor around CBS-Shalimar.,Point,73.7799,19.9972,0,"73.7799,19.9972,0",,,,,,,,
nashik_kumbh_chokepoints_parking_map.kml,,Thakkar Bazaar / New Thakkar Bazar,Category: Transfer node | Status: historical route reference | Risk: high | Source: https://kumbhmela.com/nasik-kumbh-2015/how-to-get-there/ | Note: Historic Kumbh bus movement node near city core.,Point,73.7774,19.9964,0,"73.7774,19.9964,0",,,,,,,,
nashik_kumbh_chokepoints_parking_map.kml,,Trimbak Road exit / Nashik-Trimbak Road,Category: Traffic choke point | Status: confirmed 2027 project | Risk: high | Source: https://www.travelandtourworld.com/news/article/complete-guide-to-nashik-kumbh-mela-2027-verified-travel-routes-accommodation-and-safety-tips/ | Note: Primary link from Nashik to Trimbakeshwar; expansion planned for Kumbh readiness.,Point,73.6615256,19.9663708,0,"73.6615256,19.9663708,0",,,,,,,,
nashik_kumbh_chokepoints_parking_map.kml,,ABB Circle / ABB Signal,Category: Traffic choke point | Status: black spot / route reference | Risk: high | Source: https://cdnbbsr.s3waas.gov.in/s35dec707028b05bcbd3a1db5640f842c5/uploads/2025/01/202501241645153799.pdf | Note: Important western-side control point on Trimbak/Satpur movement.,Point,73.7505,20.0029,0,"73.7505,20.0029,0",,,,,,,,
nashik_kumbh_chokepoints_parking_map.kml,,Adgaon,Category: Traffic choke point | Status: black spot / historical parking | Risk: high | Source: https://cdnbbsr.s3waas.gov.in/s35dec707028b05bcbd3a1db5640f842c5/uploads/2025/01/202501241645153799.pdf | Note: Northern approach and historic outer parking belt.,Point,73.4130156,20.0251185,0,"73.4130156,20.0251185,0",,,,,,,,
nashik_kumbh_chokepoints_parking_map.kml,,Jatra Hotel,Category: Traffic choke point | Status: black spot reference | Risk: medium | Source: https://cdnbbsr.s3waas.gov.in/s35dec707028b05bcbd3a1db5640f842c5/uploads/2025/01/202501241645153799.pdf | Note: Northern approach black-spot area to monitor for pilgrim bus inflow.,Point,73.8235,20.0358,0,"73.8235,20.0358,0",,,,,,,,
nashik_kumbh_chokepoints_parking_map.kml,,Amrutdham,Category: Traffic choke point | Status: black spot reference | Risk: medium | Source: https://cdnbbsr.s3waas.gov.in/s35dec707028b05bcbd3a1db5640f842c5/uploads/2025/01/202501241645153799.pdf | Note: Northern approach black-spot area.,Point,73.8206889,20.0240143,0,"73.8206889,20.0240143,0",,,,,,,,
nashik_kumbh_chokepoints_parking_map.kml,,K.K. Wagh College / K.K. Wagh belt,Category: Traffic choke point | Status: black spot / route reference | Risk: medium | Source: https://cdnbbsr.s3waas.gov.in/s35dec707028b05bcbd3a1db5640f842c5/uploads/2025/01/202501241645153799.pdf | Note: Northern/eastern approach and route return reference.,Point,73.8219246,20.0134117,0,"73.8219246,20.0134117,0",,,,,,,,
nashik_kumbh_chokepoints_parking_map.kml,,Canada Corner,Category: Traffic choke point | Status: parking corridor | Risk: medium | Source: https://www.lokmattimes.com/nashik/nashik-kumbh-mela-2027-nmc-chalks-out-parking-plan-35-locations-identified-a519/ | Note: Parking and movement corridor around Canada Corner.,Point,73.769685,20.0025076,0,"73.769685,20.0025076,0",,,,,,,,
nashik_kumbh_chokepoints_parking_map.kml,,Gangapur Naka,Category: Traffic choke point | Status: parking corridor | Risk: medium | Source: https://www.lokmattimes.com/nashik/nashik-kumbh-mela-2027-nmc-chalks-out-parking-plan-35-locations-identified-a519/ | Note: Parking and local movement corridor.,Point,73.7638,20.0078,0,"73.7638,20.0078,0",,,,,,,,
nashik_kumbh_chokepoints_parking_map.kml,,Jehan Circle,Category: Traffic choke point | Status: parking corridor | Risk: medium | Source: https://www.lokmattimes.com/nashik/nashik-kumbh-mela-2027-nmc-chalks-out-parking-plan-35-locations-identified-a519/ | Note: Parking junction feeding ABB/Gangapur belts.,Point,73.7592,20.0028,0,"73.7592,20.0028,0",,,,,,,,
nashik_kumbh_chokepoints_parking_map.kml,,Ashok Stambh,Category: Traffic choke point | Status: historical route reference | Risk: high | Source: https://kumbhmela.com/nasik-kumbh-2015/how-to-get-there/ | Note: Historic Kumbh route point toward Panchavati/Ramkund.,Point,73.7848996,20.006844,0,"73.7848996,20.006844,0",,,,,,,,
nashik_kumbh_chokepoints_parking_map.kml,,Ramsetu Bridge,Category: Traffic choke point | Status: historical route reference | Risk: high | Source: https://kumbhmela.com/nasik-kumbh-2015/how-to-get-there/ | Note: Bridge crossing on historic Kumbh route to Gandhi Tank/Ramkund side.,Point,73.789,20.0082,0,"73.789,20.0082,0",,,,,,,,
nashik_kumbh_chokepoints_parking_map.kml,,Dahipul,Category: Traffic choke point | Status: historical route reference | Risk: high | Source: https://kumbhmela.com/nasik-kumbh-2015/how-to-get-there/ | Note: Core-city pinch point on historic Trimbak-side route into Panchavati.,Point,73.786,20.0025,0,"73.786,20.0025,0",,,,,,,,
nashik_kumbh_chokepoints_parking_map.kml,,Delhi Darwaja,Category: Traffic choke point | Status: historical route reference | Risk: medium | Source: https://kumbhmela.com/nasik-kumbh-2015/how-to-get-there/ | Note: Historic approach to Rokdoba Maidan / old-city crowd movement.,Point,73.7875,20.0055,0,"73.7875,20.0055,0",,,,,,,,
nashik_kumbh_chokepoints_parking_map.kml,,Nandur Naka,Category: Traffic choke point | Status: historical route reference | Risk: medium | Source: https://kumbhmela.com/nasik-kumbh-2015/how-to-get-there/ | Note: Eastern approach route for Aurangabad/Odha inflow.,Point,73.831,20.0048,0,"73.831,20.0048,0",,,,,,,,
nashik_kumbh_chokepoints_parking_map.kml,,Sant Janardan Swami Bridge,Category: Traffic choke point | Status: historical route reference | Risk: medium | Source: https://kumbhmela.com/nasik-kumbh-2015/how-to-get-there/ | Note: Bridge crossing on eastern and Nashik Road Kumbh routes.,Point,73.8173,20.0019,0,"73.8173,20.0019,0",,,,,,,,
nashik_kumbh_chokepoints_parking_map.kml,,Jail Road / Currency Note Press belt,Category: Traffic choke point | Status: historical route reference | Risk: medium | Source: https://kumbhmela.com/nasik-kumbh-2015/how-to-get-there/ | Note: Historic movement route from Nashik Road/Sinnar side toward ghats.,Point,73.838949,19.9647084,0,"73.838949,19.9647084,0",,,,,,,,
nashik_kumbh_chokepoints_parking_map.kml,,Kulkarni Garden to Sadhu Vaswani Road,Category: Parking | Status: confirmed 2027 parking list | Risk: medium | Source: https://www.lokmattimes.com/nashik/nashik-kumbh-mela-2027-nmc-chalks-out-parking-plan-35-locations-identified-a519/ | Note: NMC-listed parking corridor; exact entry/exit to be field-verified.,Point,73.7695,20.0045,0,"73.7695,20.0045,0",,,,,,,,
nashik_kumbh_chokepoints_parking_map.kml,,Kulkarni Garden to BSNL Office,Category: Parking | Status: confirmed 2027 parking list | Risk: medium | Source: https://www.lokmattimes.com/nashik/nashik-kumbh-mela-2027-nmc-chalks-out-parking-plan-35-locations-identified-a519/ | Note: NMC-listed parking corridor; exact entry/exit to be field-verified.,Point,73.773,20.0038,0,"73.773,20.0038,0",,,,,,,,
nashik_kumbh_chokepoints_parking_map.kml,,Jyoti Store-Rishikesh Hospital-Gangapur Naka,Category: Parking | Status: confirmed 2027 parking list | Risk: medium | Source: https://www.lokmattimes.com/nashik/nashik-kumbh-mela-2027-nmc-chalks-out-parking-plan-35-locations-identified-a519/ | Note: NMC-listed parking corridor; exact entry/exit to be field-verified.,Point,73.7655,20.0073,0,"73.7655,20.0073,0",,,,,,,,
nashik_kumbh_chokepoints_parking_map.kml,,Pramod Mahajan Park Entrance,Category: Parking | Status: confirmed 2027 parking list | Risk: medium | Source: https://www.lokmattimes.com/nashik/nashik-kumbh-mela-2027-nmc-chalks-out-parking-plan-35-locations-identified-a519/ | Note: NMC-listed parking corridor; exact entry/exit to be field-verified.,Point,73.8306054,20.0231553,0,"73.8306054,20.0231553,0",,,,,,,,
nashik_kumbh_chokepoints_parking_map.kml,,Gangapur Naka to Jehan Circle,Category: Parking | Status: confirmed 2027 parking list | Risk: medium | Source: https://www.lokmattimes.com/nashik/nashik-kumbh-mela-2027-nmc-chalks-out-parking-plan-35-locations-identified-a519/ | Note: NMC-listed parking corridor; exact entry/exit to be field-verified.,Point,73.7615,20.0053,0,"73.7615,20.0053,0",,,,,,,,
nashik_kumbh_chokepoints_parking_map.kml,,Jehan Circle to Guruji Hospital,Category: Parking | Status: confirmed 2027 parking list | Risk: medium | Source: https://www.lokmattimes.com/nashik/nashik-kumbh-mela-2027-nmc-chalks-out-parking-plan-35-locations-identified-a519/ | Note: NMC-listed parking corridor; exact entry/exit to be field-verified.,Point,73.7584,20.002,0,"73.7584,20.002,0",,,,,,,,
nashik_kumbh_chokepoints_parking_map.kml,,Jehan Circle to ABB Circle,Category: Parking | Status: confirmed 2027 parking list | Risk: medium | Source: https://www.lokmattimes.com/nashik/nashik-kumbh-mela-2027-nmc-chalks-out-parking-plan-35-locations-identified-a519/ | Note: NMC-listed parking corridor; exact entry/exit to be field-verified.,Point,73.7548,20.0028,0,"73.7548,20.0028,0",,,,,,,,
nashik_kumbh_chokepoints_parking_map.kml,,Guruji Hospital to Pipeline Road,Category: Parking | Status: confirmed 2027 parking list | Risk: medium | Source: https://www.lokmattimes.com/nashik/nashik-kumbh-mela-2027-nmc-chalks-out-parking-plan-35-locations-identified-a519/ | Note: NMC-listed parking corridor; exact entry/exit to be field-verified.,Point,73.7561,20.0031,0,"73.7561,20.0031,0",,,,,,,,
nashik_kumbh_chokepoints_parking_map.kml,,Modak Point to Khadkali Road,Category: Parking | Status: confirmed 2027 parking list | Risk: medium | Source: https://www.lokmattimes.com/nashik/nashik-kumbh-mela-2027-nmc-chalks-out-parking-plan-35-locations-identified-a519/ | Note: NMC-listed parking corridor; exact entry/exit to be field-verified.,Point,73.7854,19.9972,0,"73.7854,19.9972,0",,,,,,,,
nashik_kumbh_chokepoints_parking_map.kml,,Thattenagar Road,Category: Parking | Status: confirmed 2027 parking list | Risk: medium | Source: https://www.lokmattimes.com/nashik/nashik-kumbh-mela-2027-nmc-chalks-out-parking-plan-35-locations-identified-a519/ | Note: NMC-listed parking corridor; exact entry/exit to be field-verified.,Point,73.7678,20.0007,0,"73.7678,20.0007,0",,,,,,,,
nashik_kumbh_chokepoints_parking_map.kml,,Behind Kulkarni Udyan,Category: Parking | Status: confirmed 2027 parking list | Risk: medium | Source: https://www.lokmattimes.com/nashik/nashik-kumbh-mela-2027-nmc-chalks-out-parking-plan-35-locations-identified-a519/ | Note: NMC-listed parking corridor; exact entry/exit to be field-verified.,Point,73.77,20.0042,0,"73.77,20.0042,0",,,,,,,,
nashik_kumbh_chokepoints_parking_map.kml,,Shraddha Petrol Pump to Bestside Mall,Category: Parking | Status: confirmed 2027 parking list | Risk: medium | Source: https://www.lokmattimes.com/nashik/nashik-kumbh-mela-2027-nmc-chalks-out-parking-plan-35-locations-identified-a519/ | Note: NMC-listed parking corridor; exact entry/exit to be field-verified.,Point,73.7615,19.9988,0,"73.7615,19.9988,0",,,,,,,,
nashik_kumbh_chokepoints_parking_map.kml,,CBS to Shalimar,Category: Parking | Status: confirmed 2027 parking list | Risk: medium | Source: https://www.lokmattimes.com/nashik/nashik-kumbh-mela-2027-nmc-chalks-out-parking-plan-35-locations-identified-a519/ | Note: NMC-listed parking corridor; exact entry/exit to be field-verified.,Point,73.7836,19.9992,0,"73.7836,19.9992,0",,,,,,,,
nashik_kumbh_chokepoints_parking_map.kml,,Canada Corner to Vise Mala,Category: Parking | Status: confirmed 2027 parking list | Risk: medium | Source: https://www.lokmattimes.com/nashik/nashik-kumbh-mela-2027-nmc-chalks-out-parking-plan-35-locations-identified-a519/ | Note: NMC-listed parking corridor; exact entry/exit to be field-verified.,Point,73.774,20.0035,0,"73.774,20.0035,0",,,,,,,,
nashik_kumbh_chokepoints_parking_map.kml,,Gadge Maharaj Bridge to Talakuteshwar,Category: Parking | Status: confirmed 2027 parking list | Risk: medium | Source: https://www.lokmattimes.com/nashik/nashik-kumbh-mela-2027-nmc-chalks-out-parking-plan-35-locations-identified-a519/ | Note: NMC-listed parking corridor; exact entry/exit to be field-verified.,Point,73.792,20.0057,0,"73.792,20.0057,0",,,,,,,,
nashik_kumbh_chokepoints_parking_map.kml,,Model Colony Chowk to Bhosla Gate,Category: Parking | Status: confirmed 2027 parking list | Risk: medium | Source: https://www.lokmattimes.com/nashik/nashik-kumbh-mela-2027-nmc-chalks-out-parking-plan-35-locations-identified-a519/ | Note: NMC-listed parking corridor; exact entry/exit to be field-verified.,Point,73.767,20.0047,0,"73.767,20.0047,0",,,,,,,,
nashik_kumbh_chokepoints_parking_map.kml,,Pandit Colony Palika Building,Category: Parking | Status: confirmed 2027 parking list | Risk: medium | Source: https://www.lokmattimes.com/nashik/nashik-kumbh-mela-2027-nmc-chalks-out-parking-plan-35-locations-identified-a519/ | Note: NMC-listed parking corridor; exact entry/exit to be field-verified.,Point,73.7742,20.0005,0,"73.7742,20.0005,0",,,,,,,,
nashik_kumbh_chokepoints_parking_map.kml,,Shalimar to Nehru Garden,Category: Parking | Status: confirmed 2027 parking list | Risk: medium | Source: https://www.lokmattimes.com/nashik/nashik-kumbh-mela-2027-nmc-chalks-out-parking-plan-35-locations-identified-a519/ | Note: NMC-listed parking corridor; exact entry/exit to be field-verified.,Point,73.7863,20.001,0,"73.7863,20.001,0",,,,,,,,
nashik_kumbh_chokepoints_parking_map.kml,,HDFC Chowk to MSEB Office,Category: Parking | Status: confirmed 2027 parking list | Risk: medium | Source: https://www.lokmattimes.com/nashik/nashik-kumbh-mela-2027-nmc-chalks-out-parking-plan-35-locations-identified-a519/ | Note: NMC-listed parking corridor; exact entry/exit to be field-verified.,Point,73.773,20.0003,0,"73.773,20.0003,0",,,,,,,,
nashik_kumbh_chokepoints_parking_map.kml,,"Chhatrapati Shivaji Statue to Dr. Ambedkar Statue, Nashik Road",Category: Parking | Status: confirmed 2027 parking list | Risk: medium | Source: https://www.lokmattimes.com/nashik/nashik-kumbh-mela-2027-nmc-chalks-out-parking-plan-35-locations-identified-a519/ | Note: NMC-listed parking corridor; exact entry/exit to be field-verified.,Point,73.8409,19.9521,0,"73.8409,19.9521,0",,,,,,,,
nashik_kumbh_chokepoints_parking_map.kml,,Mahatma Gandhi Road,Category: Parking | Status: confirmed 2027 parking list | Risk: medium | Source: https://www.lokmattimes.com/nashik/nashik-kumbh-mela-2027-nmc-chalks-out-parking-plan-35-locations-identified-a519/ | Note: NMC-listed parking corridor; exact entry/exit to be field-verified.,Point,73.784,20.0004,0,"73.784,20.0004,0",,,,,,,,
nashik_kumbh_chokepoints_parking_map.kml,,Canada Corner to Panasonic Gallery,Category: Parking | Status: confirmed 2027 parking list | Risk: medium | Source: https://www.lokmattimes.com/nashik/nashik-kumbh-mela-2027-nmc-chalks-out-parking-plan-35-locations-identified-a519/ | Note: NMC-listed parking corridor; exact entry/exit to be field-verified.,Point,73.7755,20.0029,0,"73.7755,20.0029,0",,,,,,,,
nashik_kumbh_chokepoints_parking_map.kml,,Bitco Signal to Mahatma Gandhi Road,Category: Parking | Status: confirmed 2027 parking list | Risk: medium | Source: https://www.lokmattimes.com/nashik/nashik-kumbh-mela-2027-nmc-chalks-out-parking-plan-35-locations-identified-a519/ | Note: NMC-listed parking corridor; exact entry/exit to be field-verified.,Point,73.8408,19.9491,0,"73.8408,19.9491,0",,,,,,,,
nashik_kumbh_chokepoints_parking_map.kml,,Jehan Circle to Nelinkar Circle,Category: Parking | Status: confirmed 2027 parking list | Risk: medium | Source: https://www.lokmattimes.com/nashik/nashik-kumbh-mela-2027-nmc-chalks-out-parking-plan-35-locations-identified-a519/ | Note: NMC-listed parking corridor; exact entry/exit to be field-verified.,Point,73.757,20.002,0,"73.757,20.002,0",,,,,,,,
nashik_kumbh_chokepoints_parking_map.kml,,Shaheed Circle to Model Colony Circle,Category: Parking | Status: confirmed 2027 parking list | Risk: medium | Source: https://www.lokmattimes.com/nashik/nashik-kumbh-mela-2027-nmc-chalks-out-parking-plan-35-locations-identified-a519/ | Note: NMC-listed parking corridor; exact entry/exit to be field-verified.,Point,73.7675,20.0042,0,"73.7675,20.0042,0",,,,,,,,
nashik_kumbh_chokepoints_parking_map.kml,,Veterinary Clinic,Category: Parking | Status: confirmed 2027 parking list | Risk: medium | Source: https://www.lokmattimes.com/nashik/nashik-kumbh-mela-2027-nmc-chalks-out-parking-plan-35-locations-identified-a519/ | Note: NMC-listed parking corridor; exact entry/exit to be field-verified.,Point,73.7866,19.9975,0,"73.7866,19.9975,0",,,,,,,,
nashik_kumbh_chokepoints_parking_map.kml,,BD Bhalekar School Ground,Category: Parking | Status: confirmed 2027 parking list | Risk: high | Source: https://www.lokmattimes.com/nashik/nashik-kumbh-mela-2027-nmc-chalks-out-parking-plan-35-locations-identified-a519/ | Note: NMC-listed off-street parking site; exact usable area/capacity to be field-verified.,Point,73.7812,19.9987,0,"73.7812,19.9987,0",,,,,,,,
nashik_kumbh_chokepoints_parking_map.kml,,Anna Shastri Main Road,Category: Parking | Status: confirmed 2027 parking list | Risk: high | Source: https://www.lokmattimes.com/nashik/nashik-kumbh-mela-2027-nmc-chalks-out-parking-plan-35-locations-identified-a519/ | Note: NMC-listed off-street parking site; exact usable area/capacity to be field-verified.,Point,73.8378,19.951,0,"73.8378,19.951,0",,,,,,,,
nashik_kumbh_chokepoints_parking_map.kml,,Angora Complex,Category: Parking | Status: confirmed 2027 parking list | Risk: high | Source: https://www.lokmattimes.com/nashik/nashik-kumbh-mela-2027-nmc-chalks-out-parking-plan-35-locations-identified-a519/ | Note: NMC-listed off-street parking site; exact usable area/capacity to be field-verified.,Point,73.778,20.0002,0,"73.778,20.0002,0",,,,,,,,
nashik_kumbh_chokepoints_parking_map.kml,,Shatabdi Hospital,Category: Parking | Status: confirmed 2027 parking list | Risk: high | Source: https://www.lokmattimes.com/nashik/nashik-kumbh-mela-2027-nmc-chalks-out-parking-plan-35-locations-identified-a519/ | Note: NMC-listed off-street parking site; exact usable area/capacity to be field-verified.,Point,73.7840439,19.988147,0,"73.7840439,19.988147,0",,,,,,,,
nashik_kumbh_chokepoints_parking_map.kml,,Rajur Bahula,Category: Outer parking | Status: historical 2015 reference | Risk: medium | Source: https://kumbhmela.com/nasik-kumbh-2015/how-to-get-there/ | Note: Historical Simhastha parking reference; validate against final 2027 traffic notification.,Point,73.673,19.946,0,"73.673,19.946,0",,,,,,,,
nashik_kumbh_chokepoints_parking_map.kml,,Dugaon Phata,Category: Outer parking | Status: historical 2015 reference | Risk: medium | Source: https://kumbhmela.com/nasik-kumbh-2015/how-to-get-there/ | Note: Historical Simhastha parking reference; validate against final 2027 traffic notification.,Point,73.719,20.031,0,"73.719,20.031,0",,,,,,,,
nashik_kumbh_chokepoints_parking_map.kml,,Thakkar Maidan,Category: Outer parking | Status: historical 2015 reference | Risk: medium | Source: https://kumbhmela.com/nasik-kumbh-2015/how-to-get-there/ | Note: Historical Simhastha parking reference; validate against final 2027 traffic notification.,Point,73.7725,20.004,0,"73.7725,20.004,0",,,,,,,,
nashik_kumbh_chokepoints_parking_map.kml,,Adgaon outer parking,Category: Outer parking | Status: historical 2015 reference | Risk: medium | Source: https://kumbhmela.com/nasik-kumbh-2015/how-to-get-there/ | Note: Historical Simhastha parking reference; validate against final 2027 traffic notification.,Point,73.838,20.042,0,"73.838,20.042,0",,,,,,,,
nashik_kumbh_chokepoints_parking_map.kml,,Mhasrul,Category: Outer parking | Status: historical 2015 reference | Risk: medium | Source: https://kumbhmela.com/nasik-kumbh-2015/how-to-get-there/ | Note: Historical Simhastha parking reference; validate against final 2027 traffic notification.,Point,73.8049507,20.0463365,0,"73.8049507,20.0463365,0",,,,,,,,
nashik_kumbh_chokepoints_parking_map.kml,,Madsangavi,Category: Outer parking | Status: historical 2015 reference | Risk: medium | Source: https://kumbhmela.com/nasik-kumbh-2015/how-to-get-there/ | Note: Historical Simhastha parking reference; validate against final 2027 traffic notification.,Point,73.883,20.066,0,"73.883,20.066,0",,,,,,,,
nashik_kumbh_chokepoints_parking_map.kml,,Chincholi,Category: Outer parking | Status: historical 2015 reference | Risk: medium | Source: https://kumbhmela.com/nasik-kumbh-2015/how-to-get-there/ | Note: Historical Simhastha parking reference; validate against final 2027 traffic notification.,Point,73.9094495,19.8975833,0,"73.9094495,19.8975833,0",,,,,,,,
nashik_kumbh_chokepoints_parking_map.kml,,Khambale,Category: Outer parking | Status: historical 2015 reference | Risk: medium | Source: https://kumbhmela.com/nasik-kumbh-2015/how-to-get-there/ | Note: Historical Simhastha parking reference; validate against final 2027 traffic notification.,Point,73.632102,19.9548411,0,"73.632102,19.9548411,0",,,,,,,,
nashik_kumbh_chokepoints_parking_map.kml,,Pahine,Category: Outer parking | Status: historical 2015 reference | Risk: medium | Source: https://kumbhmela.com/nasik-kumbh-2015/how-to-get-there/ | Note: Historical Simhastha parking reference; validate against final 2027 traffic notification.,Point,73.5527429,19.8993936,0,"73.5527429,19.8993936,0",,,,,,,,
